date,PHU,ageGrp,population,doses
2021-08-07,SOUTHWESTERN,30-39yrs,24409,323
2021-08-07,SUDBURY AND DISTRICT,30-39yrs,24368,67
2021-08-07,THUNDER BAY DISTRICT,30-39yrs,18511,81
2021-08-07,TIMISKAMING,30-39yrs,3297,7
2021-08-07,TORONTO,30-39yrs,528595,2295
2021-08-07,WATERLOO REGION,30-39yrs,84990,554
2021-08-07,WELLINGTON-DUFFERIN-GUELPH,30-39yrs,42188,408
2021-08-07,WINDSOR-ESSEX COUNTY,30-39yrs,48477,318
2021-08-07,YORK REGION,30-39yrs,155115,685
2021-08-07,ALGOMA DISTRICT,40-49yrs,11665,87
2021-08-07,BRANT COUNTY,40-49yrs,18896,163
2021-08-07,CHATHAM-KENT,40-49yrs,11350,55
2021-08-07,CITY OF HAMILTON,40-49yrs,71673,359
2021-08-07,CITY OF OTTAWA,40-49yrs,134815,650
2021-08-07,DURHAM REGION,40-49yrs,93719,547
2021-08-07,EASTERN ONTARIO,40-49yrs,23559,153
2021-08-07,GREY BRUCE,40-49yrs,16555,56
2021-08-07,HALDIMAND-NORFOLK,40-49yrs,11715,117
2021-08-07,HALIBURTON KAWARTHA PINE RIDGE,40-49yrs,17924,118
2021-08-07,HALTON REGION,40-49yrs,88209,677
2021-08-07,HASTINGS & PRINCE EDWARD COUNTIES,40-49yrs,17924,113
2021-08-07,HURON PERTH,40-49yrs,14709,78
2021-08-07,KINGSTON FRONTENAC LENNOX & ADDINGTON,40-49yrs,24416,60
2021-08-07,LAMBTON COUNTY,40-49yrs,13713,58
2021-08-07,LEEDS GRENVILLE AND LANARK DISTRICT,40-49yrs,18360,85
2021-08-07,MIDDLESEX-LONDON,40-49yrs,59863,373
2021-08-07,NIAGARA REGION,40-49yrs,52093,222
2021-08-07,NORTH BAY PARRY SOUND DISTRICT,40-49yrs,13844,108
2021-08-07,NORTHWESTERN,40-49yrs,9699,19
2021-08-07,PEEL REGION,40-49yrs,220945,809
2021-08-07,PETERBOROUGH COUNTY-CITY,40-49yrs,14923,96
2021-08-07,PORCUPINE,40-49yrs,9835,24
2021-08-07,RENFREW COUNTY AND DISTRICT,40-49yrs,11851,21
2021-08-07,SIMCOE MUSKOKA DISTRICT,40-49yrs,72346,546
2021-08-07,SOUTHWESTERN,40-49yrs,25213,261
2021-08-07,SUDBURY AND DISTRICT,40-49yrs,23893,52
2021-08-07,THUNDER BAY DISTRICT,40-49yrs,17224,45
2021-08-07,TIMISKAMING,40-49yrs,3499,12
2021-08-07,TORONTO,40-49yrs,423307,1555
2021-08-07,WATERLOO REGION,40-49yrs,76587,384
2021-08-07,WELLINGTON-DUFFERIN-GUELPH,40-49yrs,38968,263
2021-08-07,WINDSOR-ESSEX COUNTY,40-49yrs,50811,229
2021-08-07,YORK REGION,40-49yrs,162480,656
2021-08-07,ALGOMA DISTRICT,50-59yrs,16446,109
2021-08-07,BRANT COUNTY,50-59yrs,21321,116
2021-08-07,CHATHAM-KENT,50-59yrs,15450,51
2021-08-07,CITY OF HAMILTON,50-59yrs,80704,347
2021-08-07,CITY OF OTTAWA,50-59yrs,139786,543
2021-08-07,DURHAM REGION,50-59yrs,104381,443
2021-08-07,EASTERN ONTARIO,50-59yrs,32885,174
2021-08-07,GREY BRUCE,50-59yrs,24279,46
2021-08-07,HALDIMAND-NORFOLK,50-59yrs,17361,79
2021-08-07,HALIBURTON KAWARTHA PINE RIDGE,50-59yrs,30845,164
2021-08-07,HALTON REGION,50-59yrs,85689,590
2021-08-07,HASTINGS & PRINCE EDWARD COUNTIES,50-59yrs,26066,122
2021-08-07,HURON PERTH,50-59yrs,19413,96
2021-08-07,KINGSTON FRONTENAC LENNOX & ADDINGTON,50-59yrs,29814,98
2021-08-07,LAMBTON COUNTY,50-59yrs,18136,37
2021-08-07,LEEDS GRENVILLE AND LANARK DISTRICT,50-59yrs,28235,103
2021-08-07,MIDDLESEX-LONDON,50-59yrs,66854,323
2021-08-07,NIAGARA REGION,50-59yrs,70296,232
2021-08-07,NORTH BAY PARRY SOUND DISTRICT,50-59yrs,20038,114
2021-08-07,NORTHWESTERN,50-59yrs,11842,26
2021-08-07,PEEL REGION,50-59yrs,217659,686
2021-08-07,PETERBOROUGH COUNTY-CITY,50-59yrs,20821,85
2021-08-07,PORCUPINE,50-59yrs,11988,27
2021-08-07,RENFREW COUNTY AND DISTRICT,50-59yrs,15489,26
2021-08-07,SIMCOE MUSKOKA DISTRICT,50-59yrs,92219,522
2021-08-07,SOUTHWESTERN,50-59yrs,29933,251
2021-08-07,SUDBURY AND DISTRICT,50-59yrs,28981,45
2021-08-07,THUNDER BAY DISTRICT,50-59yrs,20955,68
2021-08-07,TIMISKAMING,50-59yrs,4828,7
2021-08-07,TORONTO,50-59yrs,394894,1539
2021-08-07,WATERLOO REGION,50-59yrs,78016,338
2021-08-07,WELLINGTON-DUFFERIN-GUELPH,50-59yrs,44023,227
2021-08-07,WINDSOR-ESSEX COUNTY,50-59yrs,60800,297
2021-08-07,YORK REGION,50-59yrs,180487,589
2021-08-07,ALGOMA DISTRICT,60-69yrs,18604,66
2021-08-07,BRANT COUNTY,60-69yrs,19812,73
2021-08-07,CHATHAM-KENT,60-69yrs,15770,44
2021-08-07,CITY OF HAMILTON,60-69yrs,72258,245
2021-08-07,CITY OF OTTAWA,60-69yrs,118913,300
2021-08-07,DURHAM REGION,60-69yrs,83972,288
2021-08-07,EASTERN ONTARIO,60-69yrs,31360,177
2021-08-07,GREY BRUCE,60-69yrs,27440,39
2021-08-07,HALDIMAND-NORFOLK,60-69yrs,18117,38
2021-08-07,HALIBURTON KAWARTHA PINE RIDGE,60-69yrs,32828,149
2021-08-07,HALTON REGION,60-69yrs,64619,295
2021-08-07,HASTINGS & PRINCE EDWARD COUNTIES,60-69yrs,26203,141
2021-08-07,HURON PERTH,60-69yrs,19835,55
2021-08-07,KINGSTON FRONTENAC LENNOX & ADDINGTON,60-69yrs,28261,27
2021-08-07,LAMBTON COUNTY,60-69yrs,20502,35
2021-08-07,LEEDS GRENVILLE AND LANARK DISTRICT,60-69yrs,28428,113
2021-08-07,MIDDLESEX-LONDON,60-69yrs,60813,249
2021-08-07,NIAGARA REGION,60-69yrs,66878,182
2021-08-07,NORTH BAY PARRY SOUND DISTRICT,60-69yrs,20502,95
2021-08-07,NORTHWESTERN,60-69yrs,11530,21
2021-08-07,PEEL REGION,60-69yrs,167934,438
2021-08-07,PETERBOROUGH COUNTY-CITY,60-69yrs,22051,71
2021-08-07,PORCUPINE,60-69yrs,12077,26
2021-08-07,RENFREW COUNTY AND DISTRICT,60-69yrs,15644,27
2021-08-07,SIMCOE MUSKOKA DISTRICT,60-69yrs,79793,319
2021-08-07,SOUTHWESTERN,60-69yrs,27383,144
2021-08-07,SUDBURY AND DISTRICT,60-69yrs,28512,24
2021-08-07,THUNDER BAY DISTRICT,60-69yrs,22248,59
2021-08-07,TIMISKAMING,60-69yrs,5410,5
2021-08-07,TORONTO,60-69yrs,327676,1064
2021-08-07,WATERLOO REGION,60-69yrs,64550,207
2021-08-07,WELLINGTON-DUFFERIN-GUELPH,60-69yrs,37194,175
2021-08-07,WINDSOR-ESSEX COUNTY,60-69yrs,54082,138
2021-08-07,YORK REGION,60-69yrs,143847,422
2021-08-07,ALGOMA DISTRICT,70-79yrs,12699,26
2021-08-07,BRANT COUNTY,70-79yrs,12716,25
2021-08-07,CHATHAM-KENT,70-79yrs,10558,7
2021-08-07,CITY OF HAMILTON,70-79yrs,45295,82
2021-08-07,CITY OF OTTAWA,70-79yrs,75781,111
2021-08-07,DURHAM REGION,70-79yrs,50080,71
2021-08-07,EASTERN ONTARIO,70-79yrs,20776,162
2021-08-07,GREY BRUCE,70-79yrs,19403,23
2021-08-07,HALDIMAND-NORFOLK,70-79yrs,11809,8
2021-08-07,HALIBURTON KAWARTHA PINE RIDGE,70-79yrs,24747,55
2021-08-07,HALTON REGION,70-79yrs,43839,140
2021-08-07,HASTINGS & PRINCE EDWARD COUNTIES,70-79yrs,18608,79
2021-08-07,HURON PERTH,70-79yrs,13697,28
2021-08-07,KINGSTON FRONTENAC LENNOX & ADDINGTON,70-79yrs,19981,16
2021-08-07,LAMBTON COUNTY,70-79yrs,13758,22
2021-08-07,LEEDS GRENVILLE AND LANARK DISTRICT,70-79yrs,20048,41
2021-08-07,MIDDLESEX-LONDON,70-79yrs,40094,115
2021-08-07,NIAGARA REGION,70-79yrs,48175,72
2021-08-07,NORTH BAY PARRY SOUND DISTRICT,70-79yrs,14235,19
2021-08-07,NORTHWESTERN,70-79yrs,6718,8
2021-08-07,PEEL REGION,70-79yrs,102369,184
2021-08-07,PETERBOROUGH COUNTY-CITY,70-79yrs,15695,28
2021-08-07,PORCUPINE,70-79yrs,6754,11
2021-08-07,RENFREW COUNTY AND DISTRICT,70-79yrs,10814,12
2021-08-07,SIMCOE MUSKOKA DISTRICT,70-79yrs,54104,137
2021-08-07,SOUTHWESTERN,70-79yrs,18637,78
2021-08-07,SUDBURY AND DISTRICT,70-79yrs,18552,11
2021-08-07,THUNDER BAY DISTRICT,70-79yrs,13660,59
2021-08-07,TIMISKAMING,70-79yrs,3541,1
2021-08-07,TORONTO,70-79yrs,202795,497
2021-08-07,WATERLOO REGION,70-79yrs,40380,68
2021-08-07,WELLINGTON-DUFFERIN-GUELPH,70-79yrs,23504,47
2021-08-07,WINDSOR-ESSEX COUNTY,70-79yrs,35970,69
2021-08-07,YORK REGION,70-79yrs,90111,184
2021-08-07,ALGOMA DISTRICT,80+,7929,7
2021-08-07,BRANT COUNTY,80+,7044,8
2021-08-07,CHATHAM-KENT,80+,6269,3
2021-08-07,CITY OF HAMILTON,80+,28319,32
2021-08-07,CITY OF OTTAWA,80+,42388,35
2021-08-07,DURHAM REGION,80+,26420,22
2021-08-07,EASTERN ONTARIO,80+,11219,19
2021-08-07,GREY BRUCE,80+,11147,5
2021-08-07,HALDIMAND-NORFOLK,80+,6382,1
2021-08-07,HALIBURTON KAWARTHA PINE RIDGE,80+,14112,23
2021-08-07,HALTON REGION,80+,25542,35
2021-08-07,HASTINGS & PRINCE EDWARD COUNTIES,80+,10614,13
2021-08-07,HURON PERTH,80+,8279,1
2021-08-07,KINGSTON FRONTENAC LENNOX & ADDINGTON,80+,11314,14
2021-08-07,LAMBTON COUNTY,80+,8068,1
2021-08-07,LEEDS GRENVILLE AND LANARK DISTRICT,80+,10669,10
2021-08-07,MIDDLESEX-LONDON,80+,23219,29
2021-08-07,NIAGARA REGION,80+,29120,30
2021-08-07,NORTH BAY PARRY SOUND DISTRICT,80+,7885,7
2021-08-07,NORTHWESTERN,80+,3618,1
2021-08-07,PEEL REGION,80+,50535,92
2021-08-07,PETERBOROUGH COUNTY-CITY,80+,9476,5
2021-08-07,PORCUPINE,80+,3632,2
2021-08-07,RENFREW COUNTY AND DISTRICT,80+,6453,1
2021-08-07,SIMCOE MUSKOKA DISTRICT,80+,30142,36
2021-08-07,SOUTHWESTERN,80+,10908,14
2021-08-07,SUDBURY AND DISTRICT,80+,10028,10
2021-08-07,THUNDER BAY DISTRICT,80+,7894,13
2021-08-07,TIMISKAMING,80+,1974,1
2021-08-07,TORONTO,80+,144579,215
2021-08-07,WATERLOO REGION,80+,22488,18
2021-08-07,WELLINGTON-DUFFERIN-GUELPH,80+,12749,38
2021-08-07,WINDSOR-ESSEX COUNTY,80+,20462,16
2021-08-07,YORK REGION,80+,48390,59
2021-08-08,ALGOMA DISTRICT,12-17yrs,6504,4
2021-08-08,BRANT COUNTY,12-17yrs,10734,51
2021-08-08,CHATHAM-KENT,12-17yrs,7233,168
2021-08-08,CITY OF HAMILTON,12-17yrs,37018,324
2021-08-08,CITY OF OTTAWA,12-17yrs,66222,562
2021-08-08,DURHAM REGION,12-17yrs,51038,301
2021-08-08,EASTERN ONTARIO,12-17yrs,13423,31
2021-08-08,GREY BRUCE,12-17yrs,10179,34
2021-08-08,HALDIMAND-NORFOLK,12-17yrs,7138,5
2021-08-08,HALIBURTON KAWARTHA PINE RIDGE,12-17yrs,10093,29
2021-08-08,HALTON REGION,12-17yrs,49248,273
2021-08-08,HASTINGS & PRINCE EDWARD COUNTIES,12-17yrs,9953,23
2021-08-08,HURON PERTH,12-17yrs,9790,114
2021-08-08,KINGSTON FRONTENAC LENNOX & ADDINGTON,12-17yrs,11803,50
2021-08-08,LAMBTON COUNTY,12-17yrs,8280,7
2021-08-08,LEEDS GRENVILLE AND LANARK DISTRICT,12-17yrs,10477,81
2021-08-08,MIDDLESEX-LONDON,12-17yrs,31735,418
2021-08-08,NIAGARA REGION,12-17yrs,28353,203
2021-08-08,NORTH BAY PARRY SOUND DISTRICT,12-17yrs,7244,23
2021-08-08,NORTHWESTERN,12-17yrs,6670,0
2021-08-08,PEEL REGION,12-17yrs,118974,842
2021-08-08,PETERBOROUGH COUNTY-CITY,12-17yrs,8041,17
2021-08-08,PORCUPINE,12-17yrs,5754,9
2021-08-08,RENFREW COUNTY AND DISTRICT,12-17yrs,6329,5
2021-08-08,SIMCOE MUSKOKA DISTRICT,12-17yrs,37614,509
2021-08-08,SOUTHWESTERN,12-17yrs,15337,86
2021-08-08,SUDBURY AND DISTRICT,12-17yrs,11889,164
2021-08-08,THUNDER BAY DISTRICT,12-17yrs,9043,7
2021-08-08,TIMISKAMING,12-17yrs,1897,0
2021-08-08,TORONTO,12-17yrs,162546,1184
2021-08-08,WATERLOO REGION,12-17yrs,40049,372
2021-08-08,WELLINGTON-DUFFERIN-GUELPH,12-17yrs,21168,126
2021-08-08,WINDSOR-ESSEX COUNTY,12-17yrs,29770,187
2021-08-08,YORK REGION,12-17yrs,89973,672
2021-08-08,ALGOMA DISTRICT,18-29yrs,15509,11
2021-08-08,BRANT COUNTY,18-29yrs,24059,95
2021-08-08,CHATHAM-KENT,18-29yrs,14984,181
2021-08-08,CITY OF HAMILTON,18-29yrs,100237,395
2021-08-08,CITY OF OTTAWA,18-29yrs,186587,738
2021-08-08,DURHAM REGION,18-29yrs,114063,560
2021-08-08,EASTERN ONTARIO,18-29yrs,27830,51
2021-08-08,GREY BRUCE,18-29yrs,22126,56
2021-08-08,HALDIMAND-NORFOLK,18-29yrs,15900,25
2021-08-08,HALIBURTON KAWARTHA PINE RIDGE,18-29yrs,22520,74
2021-08-08,HALTON REGION,18-29yrs,95648,704
2021-08-08,HASTINGS & PRINCE EDWARD COUNTIES,18-29yrs,22375,61
2021-08-08,HURON PERTH,18-29yrs,20393,116
2021-08-08,KINGSTON FRONTENAC LENNOX & ADDINGTON,18-29yrs,34068,158
2021-08-08,LAMBTON COUNTY,18-29yrs,18558,14
2021-08-08,LEEDS GRENVILLE AND LANARK DISTRICT,18-29yrs,21695,98
2021-08-08,MIDDLESEX-LONDON,18-29yrs,88180,670
2021-08-08,NIAGARA REGION,18-29yrs,70592,262
2021-08-08,NORTH BAY PARRY SOUND DISTRICT,18-29yrs,17552,35
2021-08-08,NORTHWESTERN,18-29yrs,13990,6
2021-08-08,PEEL REGION,18-29yrs,278974,2042
2021-08-08,PETERBOROUGH COUNTY-CITY,18-29yrs,21688,59
2021-08-08,PORCUPINE,18-29yrs,12232,8
2021-08-08,RENFREW COUNTY AND DISTRICT,18-29yrs,14861,23
2021-08-08,SIMCOE MUSKOKA DISTRICT,18-29yrs,87904,736
2021-08-08,SOUTHWESTERN,18-29yrs,30393,144
2021-08-08,SUDBURY AND DISTRICT,18-29yrs,29436,223
2021-08-08,THUNDER BAY DISTRICT,18-29yrs,22251,19
2021-08-08,TIMISKAMING,18-29yrs,4360,4
2021-08-08,TORONTO,18-29yrs,585930,2355
2021-08-08,WATERLOO REGION,18-29yrs,99244,665
2021-08-08,WELLINGTON-DUFFERIN-GUELPH,18-29yrs,50230,229
2021-08-08,WINDSOR-ESSEX COUNTY,18-29yrs,72405,339
2021-08-08,YORK REGION,18-29yrs,198762,728
2021-08-08,ALGOMA DISTRICT,30-39yrs,12062,10
2021-08-08,BRANT COUNTY,30-39yrs,19698,77
2021-08-08,CHATHAM-KENT,30-39yrs,11594,125
2021-08-08,CITY OF HAMILTON,30-39yrs,84056,343
2021-08-08,CITY OF OTTAWA,30-39yrs,158259,581
2021-08-08,DURHAM REGION,30-39yrs,93632,472
2021-08-08,EASTERN ONTARIO,30-39yrs,21920,76
2021-08-08,GREY BRUCE,30-39yrs,17931,52
2021-08-08,HALDIMAND-NORFOLK,30-39yrs,11852,8
2021-08-08,HALIBURTON KAWARTHA PINE RIDGE,30-39yrs,17429,64
2021-08-08,HALTON REGION,30-39yrs,80648,689
2021-08-08,HASTINGS & PRINCE EDWARD COUNTIES,30-39yrs,17863,33
2021-08-08,HURON PERTH,30-39yrs,14728,94
2021-08-08,KINGSTON FRONTENAC LENNOX & ADDINGTON,30-39yrs,29909,81
2021-08-08,LAMBTON COUNTY,30-39yrs,14493,11
2021-08-08,LEEDS GRENVILLE AND LANARK DISTRICT,30-39yrs,16449,90
2021-08-08,MIDDLESEX-LONDON,30-39yrs,73436,395
2021-08-08,NIAGARA REGION,30-39yrs,54175,220
2021-08-08,NORTH BAY PARRY SOUND DISTRICT,30-39yrs,14543,18
2021-08-08,NORTHWESTERN,30-39yrs,9958,7
2021-08-08,PEEL REGION,30-39yrs,235513,1230
2021-08-08,PETERBOROUGH COUNTY-CITY,30-39yrs,18338,40
2021-08-08,PORCUPINE,30-39yrs,9754,14
2021-08-08,RENFREW COUNTY AND DISTRICT,30-39yrs,13489,6
2021-08-08,SIMCOE MUSKOKA DISTRICT,30-39yrs,74380,650
2021-08-08,SOUTHWESTERN,30-39yrs,24409,133
2021-08-08,SUDBURY AND DISTRICT,30-39yrs,24368,141
2021-08-08,THUNDER BAY DISTRICT,30-39yrs,18511,14
2021-08-08,TIMISKAMING,30-39yrs,3297,2
2021-08-08,TORONTO,30-39yrs,528595,1859
2021-08-08,WATERLOO REGION,30-39yrs,84990,462
2021-08-08,WELLINGTON-DUFFERIN-GUELPH,30-39yrs,42188,194
2021-08-08,WINDSOR-ESSEX COUNTY,30-39yrs,48477,226
2021-08-08,YORK REGION,30-39yrs,155115,618
2021-08-08,ALGOMA DISTRICT,40-49yrs,11665,5
2021-08-08,BRANT COUNTY,40-49yrs,18896,55
2021-08-08,CHATHAM-KENT,40-49yrs,11350,112
2021-08-08,CITY OF HAMILTON,40-49yrs,71673,232
2021-08-08,CITY OF OTTAWA,40-49yrs,134815,472
2021-08-08,DURHAM REGION,40-49yrs,93719,312
2021-08-08,EASTERN ONTARIO,40-49yrs,23559,44
2021-08-08,GREY BRUCE,40-49yrs,16555,41
2021-08-08,HALDIMAND-NORFOLK,40-49yrs,11715,7
2021-08-08,HALIBURTON KAWARTHA PINE RIDGE,40-49yrs,17924,45
2021-08-08,HALTON REGION,40-49yrs,88209,609
2021-08-08,HASTINGS & PRINCE EDWARD COUNTIES,40-49yrs,17924,49
2021-08-08,HURON PERTH,40-49yrs,14709,63
2021-08-08,KINGSTON FRONTENAC LENNOX & ADDINGTON,40-49yrs,24416,59
2021-08-08,LAMBTON COUNTY,40-49yrs,13713,8
2021-08-08,LEEDS GRENVILLE AND LANARK DISTRICT,40-49yrs,18360,69
2021-08-08,MIDDLESEX-LONDON,40-49yrs,59863,301
2021-08-08,NIAGARA REGION,40-49yrs,52093,185
2021-08-08,NORTH BAY PARRY SOUND DISTRICT,40-49yrs,13844,32
2021-08-08,NORTHWESTERN,40-49yrs,9699,5
2021-08-08,PEEL REGION,40-49yrs,220945,880
2021-08-08,PETERBOROUGH COUNTY-CITY,40-49yrs,14923,29
2021-08-08,PORCUPINE,40-49yrs,9835,9
2021-08-08,RENFREW COUNTY AND DISTRICT,40-49yrs,11851,8
2021-08-08,SIMCOE MUSKOKA DISTRICT,40-49yrs,72346,510
2021-08-08,SOUTHWESTERN,40-49yrs,25213,102
2021-08-08,SUDBURY AND DISTRICT,40-49yrs,23893,119
2021-08-08,THUNDER BAY DISTRICT,40-49yrs,17224,12
2021-08-08,TIMISKAMING,40-49yrs,3499,1
2021-08-08,TORONTO,40-49yrs,423307,1381
2021-08-08,WATERLOO REGION,40-49yrs,76587,325
2021-08-08,WELLINGTON-DUFFERIN-GUELPH,40-49yrs,38968,146
2021-08-08,WINDSOR-ESSEX COUNTY,40-49yrs,50811,201
2021-08-08,YORK REGION,40-49yrs,162480,533
2021-08-08,ALGOMA DISTRICT,50-59yrs,16446,9
2021-08-08,BRANT COUNTY,50-59yrs,21321,60
2021-08-08,CHATHAM-KENT,50-59yrs,15450,144
2021-08-08,CITY OF HAMILTON,50-59yrs,80704,247
2021-08-08,CITY OF OTTAWA,50-59yrs,139786,361
2021-08-08,DURHAM REGION,50-59yrs,104381,277
2021-08-08,EASTERN ONTARIO,50-59yrs,32885,54
2021-08-08,GREY BRUCE,50-59yrs,24279,33
2021-08-08,HALDIMAND-NORFOLK,50-59yrs,17361,14
2021-08-08,HALIBURTON KAWARTHA PINE RIDGE,50-59yrs,30845,67
2021-08-08,HALTON REGION,50-59yrs,85689,485
2021-08-08,HASTINGS & PRINCE EDWARD COUNTIES,50-59yrs,26066,48
2021-08-08,HURON PERTH,50-59yrs,19413,72
2021-08-08,KINGSTON FRONTENAC LENNOX & ADDINGTON,50-59yrs,29814,47
2021-08-08,LAMBTON COUNTY,50-59yrs,18136,13
2021-08-08,LEEDS GRENVILLE AND LANARK DISTRICT,50-59yrs,28235,103
2021-08-08,MIDDLESEX-LONDON,50-59yrs,66854,234
2021-08-08,NIAGARA REGION,50-59yrs,70296,160
2021-08-08,NORTH BAY PARRY SOUND DISTRICT,50-59yrs,20038,29
2021-08-08,NORTHWESTERN,50-59yrs,11842,2
2021-08-08,PEEL REGION,50-59yrs,217659,720
2021-08-08,PETERBOROUGH COUNTY-CITY,50-59yrs,20821,39
2021-08-08,PORCUPINE,50-59yrs,11988,11
2021-08-08,RENFREW COUNTY AND DISTRICT,50-59yrs,15489,7
2021-08-08,SIMCOE MUSKOKA DISTRICT,50-59yrs,92219,498
2021-08-08,SOUTHWESTERN,50-59yrs,29933,104
2021-08-08,SUDBURY AND DISTRICT,50-59yrs,28981,100
2021-08-08,THUNDER BAY DISTRICT,50-59yrs,20955,15
2021-08-08,TIMISKAMING,50-59yrs,4828,2
2021-08-08,TORONTO,50-59yrs,394894,1299
2021-08-08,WATERLOO REGION,50-59yrs,78016,274
2021-08-08,WELLINGTON-DUFFERIN-GUELPH,50-59yrs,44023,158
2021-08-08,WINDSOR-ESSEX COUNTY,50-59yrs,60800,139
2021-08-08,YORK REGION,50-59yrs,180487,523
2021-08-08,ALGOMA DISTRICT,60-69yrs,18604,4
2021-08-08,BRANT COUNTY,60-69yrs,19812,34
2021-08-08,CHATHAM-KENT,60-69yrs,15770,79
2021-08-08,CITY OF HAMILTON,60-69yrs,72258,138
2021-08-08,CITY OF OTTAWA,60-69yrs,118913,146
2021-08-08,DURHAM REGION,60-69yrs,83972,188
2021-08-08,EASTERN ONTARIO,60-69yrs,31360,29
2021-08-08,GREY BRUCE,60-69yrs,27440,33
2021-08-08,HALDIMAND-NORFOLK,60-69yrs,18117,3
2021-08-08,HALIBURTON KAWARTHA PINE RIDGE,60-69yrs,32828,54
2021-08-08,HALTON REGION,60-69yrs,64619,231
2021-08-08,HASTINGS & PRINCE EDWARD COUNTIES,60-69yrs,26203,31
2021-08-08,HURON PERTH,60-69yrs,19835,36
2021-08-08,KINGSTON FRONTENAC LENNOX & ADDINGTON,60-69yrs,28261,38
2021-08-08,LAMBTON COUNTY,60-69yrs,20502,5
2021-08-08,LEEDS GRENVILLE AND LANARK DISTRICT,60-69yrs,28428,111
2021-08-08,MIDDLESEX-LONDON,60-69yrs,60813,161
2021-08-08,NIAGARA REGION,60-69yrs,66878,114
2021-08-08,NORTH BAY PARRY SOUND DISTRICT,60-69yrs,20502,18
2021-08-08,NORTHWESTERN,60-69yrs,11530,0
2021-08-08,PEEL REGION,60-69yrs,167934,459
2021-08-08,PETERBOROUGH COUNTY-CITY,60-69yrs,22051,31
2021-08-08,PORCUPINE,60-69yrs,12077,9
2021-08-08,RENFREW COUNTY AND DISTRICT,60-69yrs,15644,6
2021-08-08,SIMCOE MUSKOKA DISTRICT,60-69yrs,79793,346
2021-08-08,SOUTHWESTERN,60-69yrs,27383,61
2021-08-08,SUDBURY AND DISTRICT,60-69yrs,28512,56
2021-08-08,THUNDER BAY DISTRICT,60-69yrs,22248,9
2021-08-08,TIMISKAMING,60-69yrs,5410,2
2021-08-08,TORONTO,60-69yrs,327676,846
2021-08-08,WATERLOO REGION,60-69yrs,64550,149
2021-08-08,WELLINGTON-DUFFERIN-GUELPH,60-69yrs,37194,73
2021-08-08,WINDSOR-ESSEX COUNTY,60-69yrs,54082,65
2021-08-08,YORK REGION,60-69yrs,143847,348
2021-08-08,ALGOMA DISTRICT,70-79yrs,12699,3
2021-08-08,BRANT COUNTY,70-79yrs,12716,10
2021-08-08,CHATHAM-KENT,70-79yrs,10558,24
2021-08-08,CITY OF HAMILTON,70-79yrs,45295,62
2021-08-08,CITY OF OTTAWA,70-79yrs,75781,27
2021-08-08,DURHAM REGION,70-79yrs,50080,46
2021-08-08,EASTERN ONTARIO,70-79yrs,20776,9
2021-08-08,GREY BRUCE,70-79yrs,19403,5
2021-08-08,HALDIMAND-NORFOLK,70-79yrs,11809,0
2021-08-08,HALIBURTON KAWARTHA PINE RIDGE,70-79yrs,24747,18
2021-08-08,HALTON REGION,70-79yrs,43839,83
2021-08-08,HASTINGS & PRINCE EDWARD COUNTIES,70-79yrs,18608,18
2021-08-08,HURON PERTH,70-79yrs,13697,5
2021-08-08,KINGSTON FRONTENAC LENNOX & ADDINGTON,70-79yrs,19981,23
2021-08-08,LAMBTON COUNTY,70-79yrs,13758,0
2021-08-08,LEEDS GRENVILLE AND LANARK DISTRICT,70-79yrs,20048,76
2021-08-08,MIDDLESEX-LONDON,70-79yrs,40094,65
2021-08-08,NIAGARA REGION,70-79yrs,48175,98
2021-08-08,NORTH BAY PARRY SOUND DISTRICT,70-79yrs,14235,4
2021-08-08,NORTHWESTERN,70-79yrs,6718,1
2021-08-08,PEEL REGION,70-79yrs,102369,158
2021-08-08,PETERBOROUGH COUNTY-CITY,70-79yrs,15695,17
2021-08-08,PORCUPINE,70-79yrs,6754,3
2021-08-08,RENFREW COUNTY AND DISTRICT,70-79yrs,10814,3
2021-08-08,SIMCOE MUSKOKA DISTRICT,70-79yrs,54104,98
2021-08-08,SOUTHWESTERN,70-79yrs,18637,14
2021-08-08,SUDBURY AND DISTRICT,70-79yrs,18552,16
2021-08-08,THUNDER BAY DISTRICT,70-79yrs,13660,2
2021-08-08,TIMISKAMING,70-79yrs,3541,0
2021-08-08,TORONTO,70-79yrs,202795,353
2021-08-08,WATERLOO REGION,70-79yrs,40380,68
2021-08-08,WELLINGTON-DUFFERIN-GUELPH,70-79yrs,23504,21
2021-08-08,WINDSOR-ESSEX COUNTY,70-79yrs,35970,20
2021-08-08,YORK REGION,70-79yrs,90111,144
2021-08-08,ALGOMA DISTRICT,80+,7929,0
2021-08-08,BRANT COUNTY,80+,7044,4
2021-08-08,CHATHAM-KENT,80+,6269,2
2021-08-08,CITY OF HAMILTON,80+,28319,18
2021-08-08,CITY OF OTTAWA,80+,42388,9
2021-08-08,DURHAM REGION,80+,26420,22
2021-08-08,EASTERN ONTARIO,80+,11219,2
2021-08-08,GREY BRUCE,80+,11147,1
2021-08-08,HALDIMAND-NORFOLK,80+,6382,0
2021-08-08,HALIBURTON KAWARTHA PINE RIDGE,80+,14112,6
2021-08-08,HALTON REGION,80+,25542,15
2021-08-08,HASTINGS & PRINCE EDWARD COUNTIES,80+,10614,3
2021-08-08,HURON PERTH,80+,8279,7
