date,PHU,ageGrp,population,doses
2021-07-30,CITY OF HAMILTON,70-79yrs,45295,188
2021-07-30,CITY OF OTTAWA,70-79yrs,75781,165
2021-07-30,DURHAM REGION,70-79yrs,50080,139
2021-07-30,EASTERN ONTARIO,70-79yrs,20776,186
2021-07-30,GREY BRUCE,70-79yrs,19403,28
2021-07-30,HALDIMAND-NORFOLK,70-79yrs,11809,12
2021-07-30,HALIBURTON KAWARTHA PINE RIDGE,70-79yrs,24747,129
2021-07-30,HALTON REGION,70-79yrs,43839,262
2021-07-30,HASTINGS & PRINCE EDWARD COUNTIES,70-79yrs,18608,93
2021-07-30,HURON PERTH,70-79yrs,13697,36
2021-07-30,KINGSTON FRONTENAC LENNOX & ADDINGTON,70-79yrs,19981,74
2021-07-30,LAMBTON COUNTY,70-79yrs,13758,69
2021-07-30,LEEDS GRENVILLE AND LANARK DISTRICT,70-79yrs,20048,160
2021-07-30,MIDDLESEX-LONDON,70-79yrs,40094,218
2021-07-30,NIAGARA REGION,70-79yrs,48175,241
2021-07-30,NORTH BAY PARRY SOUND DISTRICT,70-79yrs,14235,72
2021-07-30,NORTHWESTERN,70-79yrs,6718,7
2021-07-30,PEEL REGION,70-79yrs,102369,236
2021-07-30,PETERBOROUGH COUNTY-CITY,70-79yrs,15695,62
2021-07-30,PORCUPINE,70-79yrs,6754,6
2021-07-30,RENFREW COUNTY AND DISTRICT,70-79yrs,10814,32
2021-07-30,SIMCOE MUSKOKA DISTRICT,70-79yrs,54104,240
2021-07-30,SOUTHWESTERN,70-79yrs,18637,122
2021-07-30,SUDBURY AND DISTRICT,70-79yrs,18552,69
2021-07-30,THUNDER BAY DISTRICT,70-79yrs,13660,55
2021-07-30,TIMISKAMING,70-79yrs,3541,4
2021-07-30,TORONTO,70-79yrs,202795,746
2021-07-30,WATERLOO REGION,70-79yrs,40380,235
2021-07-30,WELLINGTON-DUFFERIN-GUELPH,70-79yrs,23504,85
2021-07-30,WINDSOR-ESSEX COUNTY,70-79yrs,35970,99
2021-07-30,YORK REGION,70-79yrs,90111,220
2021-07-30,ALGOMA DISTRICT,80+,7929,24
2021-07-30,BRANT COUNTY,80+,7044,12
2021-07-30,CHATHAM-KENT,80+,6269,19
2021-07-30,CITY OF HAMILTON,80+,28319,49
2021-07-30,CITY OF OTTAWA,80+,42388,52
2021-07-30,DURHAM REGION,80+,26420,27
2021-07-30,EASTERN ONTARIO,80+,11219,51
2021-07-30,GREY BRUCE,80+,11147,6
2021-07-30,HALDIMAND-NORFOLK,80+,6382,2
2021-07-30,HALIBURTON KAWARTHA PINE RIDGE,80+,14112,43
2021-07-30,HALTON REGION,80+,25542,106
2021-07-30,HASTINGS & PRINCE EDWARD COUNTIES,80+,10614,25
2021-07-30,HURON PERTH,80+,8279,20
2021-07-30,KINGSTON FRONTENAC LENNOX & ADDINGTON,80+,11314,46
2021-07-30,LAMBTON COUNTY,80+,8068,15
2021-07-30,LEEDS GRENVILLE AND LANARK DISTRICT,80+,10669,60
2021-07-30,MIDDLESEX-LONDON,80+,23219,57
2021-07-30,NIAGARA REGION,80+,29120,78
2021-07-30,NORTH BAY PARRY SOUND DISTRICT,80+,7885,31
2021-07-30,NORTHWESTERN,80+,3618,4
2021-07-30,PEEL REGION,80+,50535,84
2021-07-30,PETERBOROUGH COUNTY-CITY,80+,9476,16
2021-07-30,PORCUPINE,80+,3632,2
2021-07-30,RENFREW COUNTY AND DISTRICT,80+,6453,6
2021-07-30,SIMCOE MUSKOKA DISTRICT,80+,30142,54
2021-07-30,SOUTHWESTERN,80+,10908,25
2021-07-30,SUDBURY AND DISTRICT,80+,10028,23
2021-07-30,THUNDER BAY DISTRICT,80+,7894,16
2021-07-30,TIMISKAMING,80+,1974,1
2021-07-30,TORONTO,80+,144579,331
2021-07-30,WATERLOO REGION,80+,22488,58
2021-07-30,WELLINGTON-DUFFERIN-GUELPH,80+,12749,20
2021-07-30,WINDSOR-ESSEX COUNTY,80+,20462,22
2021-07-30,YORK REGION,80+,48390,78
2021-07-31,ALGOMA DISTRICT,12-17yrs,6504,255
2021-07-31,BRANT COUNTY,12-17yrs,10734,239
2021-07-31,CHATHAM-KENT,12-17yrs,7233,145
2021-07-31,CITY OF HAMILTON,12-17yrs,37018,331
2021-07-31,CITY OF OTTAWA,12-17yrs,66222,803
2021-07-31,DURHAM REGION,12-17yrs,51038,1245
2021-07-31,EASTERN ONTARIO,12-17yrs,13423,328
2021-07-31,GREY BRUCE,12-17yrs,10179,180
2021-07-31,HALDIMAND-NORFOLK,12-17yrs,7138,68
2021-07-31,HALIBURTON KAWARTHA PINE RIDGE,12-17yrs,10093,132
2021-07-31,HALTON REGION,12-17yrs,49248,772
2021-07-31,HASTINGS & PRINCE EDWARD COUNTIES,12-17yrs,9953,157
2021-07-31,HURON PERTH,12-17yrs,9790,200
2021-07-31,KINGSTON FRONTENAC LENNOX & ADDINGTON,12-17yrs,11803,268
2021-07-31,LAMBTON COUNTY,12-17yrs,8280,182
2021-07-31,LEEDS GRENVILLE AND LANARK DISTRICT,12-17yrs,10477,94
2021-07-31,MIDDLESEX-LONDON,12-17yrs,31735,710
2021-07-31,NIAGARA REGION,12-17yrs,28353,333
2021-07-31,NORTH BAY PARRY SOUND DISTRICT,12-17yrs,7244,89
2021-07-31,NORTHWESTERN,12-17yrs,6670,53
2021-07-31,PEEL REGION,12-17yrs,118974,1001
2021-07-31,PETERBOROUGH COUNTY-CITY,12-17yrs,8041,27
2021-07-31,PORCUPINE,12-17yrs,5754,31
2021-07-31,RENFREW COUNTY AND DISTRICT,12-17yrs,6329,29
2021-07-31,SIMCOE MUSKOKA DISTRICT,12-17yrs,37614,478
2021-07-31,SOUTHWESTERN,12-17yrs,15337,280
2021-07-31,SUDBURY AND DISTRICT,12-17yrs,11889,115
2021-07-31,THUNDER BAY DISTRICT,12-17yrs,9043,115
2021-07-31,TIMISKAMING,12-17yrs,1897,10
2021-07-31,TORONTO,12-17yrs,162546,1545
2021-07-31,WATERLOO REGION,12-17yrs,40049,743
2021-07-31,WELLINGTON-DUFFERIN-GUELPH,12-17yrs,21168,277
2021-07-31,WINDSOR-ESSEX COUNTY,12-17yrs,29770,321
2021-07-31,YORK REGION,12-17yrs,89973,972
2021-07-31,ALGOMA DISTRICT,18-29yrs,15509,250
2021-07-31,BRANT COUNTY,18-29yrs,24059,226
2021-07-31,CHATHAM-KENT,18-29yrs,14984,162
2021-07-31,CITY OF HAMILTON,18-29yrs,100237,608
2021-07-31,CITY OF OTTAWA,18-29yrs,186587,1196
2021-07-31,DURHAM REGION,18-29yrs,114063,1072
2021-07-31,EASTERN ONTARIO,18-29yrs,27830,431
2021-07-31,GREY BRUCE,18-29yrs,22126,153
2021-07-31,HALDIMAND-NORFOLK,18-29yrs,15900,109
2021-07-31,HALIBURTON KAWARTHA PINE RIDGE,18-29yrs,22520,169
2021-07-31,HALTON REGION,18-29yrs,95648,952
2021-07-31,HASTINGS & PRINCE EDWARD COUNTIES,18-29yrs,22375,206
2021-07-31,HURON PERTH,18-29yrs,20393,192
2021-07-31,KINGSTON FRONTENAC LENNOX & ADDINGTON,18-29yrs,34068,234
2021-07-31,LAMBTON COUNTY,18-29yrs,18558,197
2021-07-31,LEEDS GRENVILLE AND LANARK DISTRICT,18-29yrs,21695,149
2021-07-31,MIDDLESEX-LONDON,18-29yrs,88180,956
2021-07-31,NIAGARA REGION,18-29yrs,70592,470
2021-07-31,NORTH BAY PARRY SOUND DISTRICT,18-29yrs,17552,106
2021-07-31,NORTHWESTERN,18-29yrs,13990,33
2021-07-31,PEEL REGION,18-29yrs,278974,2282
2021-07-31,PETERBOROUGH COUNTY-CITY,18-29yrs,21688,87
2021-07-31,PORCUPINE,18-29yrs,12232,38
2021-07-31,RENFREW COUNTY AND DISTRICT,18-29yrs,14861,36
2021-07-31,SIMCOE MUSKOKA DISTRICT,18-29yrs,87904,748
2021-07-31,SOUTHWESTERN,18-29yrs,30393,385
2021-07-31,SUDBURY AND DISTRICT,18-29yrs,29436,145
2021-07-31,THUNDER BAY DISTRICT,18-29yrs,22251,166
2021-07-31,TIMISKAMING,18-29yrs,4360,6
2021-07-31,TORONTO,18-29yrs,585930,3313
2021-07-31,WATERLOO REGION,18-29yrs,99244,1350
2021-07-31,WELLINGTON-DUFFERIN-GUELPH,18-29yrs,50230,510
2021-07-31,WINDSOR-ESSEX COUNTY,18-29yrs,72405,482
2021-07-31,YORK REGION,18-29yrs,198762,921
2021-07-31,ALGOMA DISTRICT,30-39yrs,12062,187
2021-07-31,BRANT COUNTY,30-39yrs,19698,202
2021-07-31,CHATHAM-KENT,30-39yrs,11594,107
2021-07-31,CITY OF HAMILTON,30-39yrs,84056,516
2021-07-31,CITY OF OTTAWA,30-39yrs,158259,957
2021-07-31,DURHAM REGION,30-39yrs,93632,911
2021-07-31,EASTERN ONTARIO,30-39yrs,21920,353
2021-07-31,GREY BRUCE,30-39yrs,17931,133
2021-07-31,HALDIMAND-NORFOLK,30-39yrs,11852,122
2021-07-31,HALIBURTON KAWARTHA PINE RIDGE,30-39yrs,17429,103
2021-07-31,HALTON REGION,30-39yrs,80648,897
2021-07-31,HASTINGS & PRINCE EDWARD COUNTIES,30-39yrs,17863,164
2021-07-31,HURON PERTH,30-39yrs,14728,156
2021-07-31,KINGSTON FRONTENAC LENNOX & ADDINGTON,30-39yrs,29909,166
2021-07-31,LAMBTON COUNTY,30-39yrs,14493,139
2021-07-31,LEEDS GRENVILLE AND LANARK DISTRICT,30-39yrs,16449,128
2021-07-31,MIDDLESEX-LONDON,30-39yrs,73436,646
2021-07-31,NIAGARA REGION,30-39yrs,54175,333
2021-07-31,NORTH BAY PARRY SOUND DISTRICT,30-39yrs,14543,78
2021-07-31,NORTHWESTERN,30-39yrs,9958,5
2021-07-31,PEEL REGION,30-39yrs,235513,1544
2021-07-31,PETERBOROUGH COUNTY-CITY,30-39yrs,18338,50
2021-07-31,PORCUPINE,30-39yrs,9754,27
2021-07-31,RENFREW COUNTY AND DISTRICT,30-39yrs,13489,24
2021-07-31,SIMCOE MUSKOKA DISTRICT,30-39yrs,74380,665
2021-07-31,SOUTHWESTERN,30-39yrs,24409,387
2021-07-31,SUDBURY AND DISTRICT,30-39yrs,24368,90
2021-07-31,THUNDER BAY DISTRICT,30-39yrs,18511,132
2021-07-31,TIMISKAMING,30-39yrs,3297,5
2021-07-31,TORONTO,30-39yrs,528595,2644
2021-07-31,WATERLOO REGION,30-39yrs,84990,895
2021-07-31,WELLINGTON-DUFFERIN-GUELPH,30-39yrs,42188,399
2021-07-31,WINDSOR-ESSEX COUNTY,30-39yrs,48477,300
2021-07-31,YORK REGION,30-39yrs,155115,798
2021-07-31,ALGOMA DISTRICT,40-49yrs,11665,189
2021-07-31,BRANT COUNTY,40-49yrs,18896,156
2021-07-31,CHATHAM-KENT,40-49yrs,11350,119
2021-07-31,CITY OF HAMILTON,40-49yrs,71673,380
2021-07-31,CITY OF OTTAWA,40-49yrs,134815,674
2021-07-31,DURHAM REGION,40-49yrs,93719,800
2021-07-31,EASTERN ONTARIO,40-49yrs,23559,352
2021-07-31,GREY BRUCE,40-49yrs,16555,98
2021-07-31,HALDIMAND-NORFOLK,40-49yrs,11715,115
2021-07-31,HALIBURTON KAWARTHA PINE RIDGE,40-49yrs,17924,121
2021-07-31,HALTON REGION,40-49yrs,88209,959
2021-07-31,HASTINGS & PRINCE EDWARD COUNTIES,40-49yrs,17924,222
2021-07-31,HURON PERTH,40-49yrs,14709,148
2021-07-31,KINGSTON FRONTENAC LENNOX & ADDINGTON,40-49yrs,24416,119
2021-07-31,LAMBTON COUNTY,40-49yrs,13713,115
2021-07-31,LEEDS GRENVILLE AND LANARK DISTRICT,40-49yrs,18360,116
2021-07-31,MIDDLESEX-LONDON,40-49yrs,59863,532
2021-07-31,NIAGARA REGION,40-49yrs,52093,322
2021-07-31,NORTH BAY PARRY SOUND DISTRICT,40-49yrs,13844,91
2021-07-31,NORTHWESTERN,40-49yrs,9699,25
2021-07-31,PEEL REGION,40-49yrs,220945,1206
2021-07-31,PETERBOROUGH COUNTY-CITY,40-49yrs,14923,48
2021-07-31,PORCUPINE,40-49yrs,9835,32
2021-07-31,RENFREW COUNTY AND DISTRICT,40-49yrs,11851,28
2021-07-31,SIMCOE MUSKOKA DISTRICT,40-49yrs,72346,595
2021-07-31,SOUTHWESTERN,40-49yrs,25213,322
2021-07-31,SUDBURY AND DISTRICT,40-49yrs,23893,96
2021-07-31,THUNDER BAY DISTRICT,40-49yrs,17224,117
2021-07-31,TIMISKAMING,40-49yrs,3499,6
2021-07-31,TORONTO,40-49yrs,423307,1893
2021-07-31,WATERLOO REGION,40-49yrs,76587,667
2021-07-31,WELLINGTON-DUFFERIN-GUELPH,40-49yrs,38968,264
2021-07-31,WINDSOR-ESSEX COUNTY,40-49yrs,50811,279
2021-07-31,YORK REGION,40-49yrs,162480,681
2021-07-31,ALGOMA DISTRICT,50-59yrs,16446,295
2021-07-31,BRANT COUNTY,50-59yrs,21321,139
2021-07-31,CHATHAM-KENT,50-59yrs,15450,152
2021-07-31,CITY OF HAMILTON,50-59yrs,80704,420
2021-07-31,CITY OF OTTAWA,50-59yrs,139786,607
2021-07-31,DURHAM REGION,50-59yrs,104381,811
2021-07-31,EASTERN ONTARIO,50-59yrs,32885,390
2021-07-31,GREY BRUCE,50-59yrs,24279,115
2021-07-31,HALDIMAND-NORFOLK,50-59yrs,17361,98
2021-07-31,HALIBURTON KAWARTHA PINE RIDGE,50-59yrs,30845,165
2021-07-31,HALTON REGION,50-59yrs,85689,853
2021-07-31,HASTINGS & PRINCE EDWARD COUNTIES,50-59yrs,26066,253
2021-07-31,HURON PERTH,50-59yrs,19413,101
2021-07-31,KINGSTON FRONTENAC LENNOX & ADDINGTON,50-59yrs,29814,153
2021-07-31,LAMBTON COUNTY,50-59yrs,18136,134
2021-07-31,LEEDS GRENVILLE AND LANARK DISTRICT,50-59yrs,28235,139
2021-07-31,MIDDLESEX-LONDON,50-59yrs,66854,380
2021-07-31,NIAGARA REGION,50-59yrs,70296,278
2021-07-31,NORTH BAY PARRY SOUND DISTRICT,50-59yrs,20038,110
2021-07-31,NORTHWESTERN,50-59yrs,11842,13
2021-07-31,PEEL REGION,50-59yrs,217659,906
2021-07-31,PETERBOROUGH COUNTY-CITY,50-59yrs,20821,47
2021-07-31,PORCUPINE,50-59yrs,11988,20
2021-07-31,RENFREW COUNTY AND DISTRICT,50-59yrs,15489,24
2021-07-31,SIMCOE MUSKOKA DISTRICT,50-59yrs,92219,644
2021-07-31,SOUTHWESTERN,50-59yrs,29933,305
2021-07-31,SUDBURY AND DISTRICT,50-59yrs,28981,79
2021-07-31,THUNDER BAY DISTRICT,50-59yrs,20955,102
2021-07-31,TIMISKAMING,50-59yrs,4828,6
2021-07-31,TORONTO,50-59yrs,394894,1791
2021-07-31,WATERLOO REGION,50-59yrs,78016,591
2021-07-31,WELLINGTON-DUFFERIN-GUELPH,50-59yrs,44023,266
2021-07-31,WINDSOR-ESSEX COUNTY,50-59yrs,60800,253
2021-07-31,YORK REGION,50-59yrs,180487,741
2021-07-31,ALGOMA DISTRICT,60-69yrs,18604,373
2021-07-31,BRANT COUNTY,60-69yrs,19812,112
2021-07-31,CHATHAM-KENT,60-69yrs,15770,92
2021-07-31,CITY OF HAMILTON,60-69yrs,72258,329
2021-07-31,CITY OF OTTAWA,60-69yrs,118913,400
2021-07-31,DURHAM REGION,60-69yrs,83972,471
2021-07-31,EASTERN ONTARIO,60-69yrs,31360,300
2021-07-31,GREY BRUCE,60-69yrs,27440,81
2021-07-31,HALDIMAND-NORFOLK,60-69yrs,18117,54
2021-07-31,HALIBURTON KAWARTHA PINE RIDGE,60-69yrs,32828,166
2021-07-31,HALTON REGION,60-69yrs,64619,445
2021-07-31,HASTINGS & PRINCE EDWARD COUNTIES,60-69yrs,26203,239
2021-07-31,HURON PERTH,60-69yrs,19835,82
2021-07-31,KINGSTON FRONTENAC LENNOX & ADDINGTON,60-69yrs,28261,62
2021-07-31,LAMBTON COUNTY,60-69yrs,20502,91
2021-07-31,LEEDS GRENVILLE AND LANARK DISTRICT,60-69yrs,28428,145
2021-07-31,MIDDLESEX-LONDON,60-69yrs,60813,282
2021-07-31,NIAGARA REGION,60-69yrs,66878,260
2021-07-31,NORTH BAY PARRY SOUND DISTRICT,60-69yrs,20502,110
2021-07-31,NORTHWESTERN,60-69yrs,11530,15
2021-07-31,PEEL REGION,60-69yrs,167934,654
2021-07-31,PETERBOROUGH COUNTY-CITY,60-69yrs,22051,40
2021-07-31,PORCUPINE,60-69yrs,12077,5
2021-07-31,RENFREW COUNTY AND DISTRICT,60-69yrs,15644,25
2021-07-31,SIMCOE MUSKOKA DISTRICT,60-69yrs,79793,402
2021-07-31,SOUTHWESTERN,60-69yrs,27383,205
2021-07-31,SUDBURY AND DISTRICT,60-69yrs,28512,42
2021-07-31,THUNDER BAY DISTRICT,60-69yrs,22248,69
2021-07-31,TIMISKAMING,60-69yrs,5410,3
2021-07-31,TORONTO,60-69yrs,327676,1363
2021-07-31,WATERLOO REGION,60-69yrs,64550,391
2021-07-31,WELLINGTON-DUFFERIN-GUELPH,60-69yrs,37194,104
2021-07-31,WINDSOR-ESSEX COUNTY,60-69yrs,54082,201
2021-07-31,YORK REGION,60-69yrs,143847,479
2021-07-31,ALGOMA DISTRICT,70-79yrs,12699,116
2021-07-31,BRANT COUNTY,70-79yrs,12716,43
2021-07-31,CHATHAM-KENT,70-79yrs,10558,27
2021-07-31,CITY OF HAMILTON,70-79yrs,45295,183
2021-07-31,CITY OF OTTAWA,70-79yrs,75781,222
2021-07-31,DURHAM REGION,70-79yrs,50080,178
2021-07-31,EASTERN ONTARIO,70-79yrs,20776,138
2021-07-31,GREY BRUCE,70-79yrs,19403,36
2021-07-31,HALDIMAND-NORFOLK,70-79yrs,11809,15
2021-07-31,HALIBURTON KAWARTHA PINE RIDGE,70-79yrs,24747,107
2021-07-31,HALTON REGION,70-79yrs,43839,186
2021-07-31,HASTINGS & PRINCE EDWARD COUNTIES,70-79yrs,18608,81
2021-07-31,HURON PERTH,70-79yrs,13697,13
2021-07-31,KINGSTON FRONTENAC LENNOX & ADDINGTON,70-79yrs,19981,57
2021-07-31,LAMBTON COUNTY,70-79yrs,13758,34
2021-07-31,LEEDS GRENVILLE AND LANARK DISTRICT,70-79yrs,20048,100
2021-07-31,MIDDLESEX-LONDON,70-79yrs,40094,185
2021-07-31,NIAGARA REGION,70-79yrs,48175,152
2021-07-31,NORTH BAY PARRY SOUND DISTRICT,70-79yrs,14235,33
2021-07-31,NORTHWESTERN,70-79yrs,6718,5
2021-07-31,PEEL REGION,70-79yrs,102369,270
2021-07-31,PETERBOROUGH COUNTY-CITY,70-79yrs,15695,22
2021-07-31,PORCUPINE,70-79yrs,6754,2
2021-07-31,RENFREW COUNTY AND DISTRICT,70-79yrs,10814,18
2021-07-31,SIMCOE MUSKOKA DISTRICT,70-79yrs,54104,189
2021-07-31,SOUTHWESTERN,70-79yrs,18637,124
2021-07-31,SUDBURY AND DISTRICT,70-79yrs,18552,18
2021-07-31,THUNDER BAY DISTRICT,70-79yrs,13660,54
2021-07-31,TIMISKAMING,70-79yrs,3541,2
2021-07-31,TORONTO,70-79yrs,202795,660
2021-07-31,WATERLOO REGION,70-79yrs,40380,166
2021-07-31,WELLINGTON-DUFFERIN-GUELPH,70-79yrs,23504,28
2021-07-31,WINDSOR-ESSEX COUNTY,70-79yrs,35970,73
2021-07-31,YORK REGION,70-79yrs,90111,233
2021-07-31,ALGOMA DISTRICT,80+,7929,28
2021-07-31,BRANT COUNTY,80+,7044,14
2021-07-31,CHATHAM-KENT,80+,6269,4
2021-07-31,CITY OF HAMILTON,80+,28319,40
2021-07-31,CITY OF OTTAWA,80+,42388,48
2021-07-31,DURHAM REGION,80+,26420,67
2021-07-31,EASTERN ONTARIO,80+,11219,46
2021-07-31,GREY BRUCE,80+,11147,10
2021-07-31,HALDIMAND-NORFOLK,80+,6382,1
2021-07-31,HALIBURTON KAWARTHA PINE RIDGE,80+,14112,27
2021-07-31,HALTON REGION,80+,25542,43
2021-07-31,HASTINGS & PRINCE EDWARD COUNTIES,80+,10614,33
2021-07-31,HURON PERTH,80+,8279,3
2021-07-31,KINGSTON FRONTENAC LENNOX & ADDINGTON,80+,11314,56
2021-07-31,LAMBTON COUNTY,80+,8068,5
2021-07-31,LEEDS GRENVILLE AND LANARK DISTRICT,80+,10669,24
2021-07-31,MIDDLESEX-LONDON,80+,23219,34
2021-07-31,NIAGARA REGION,80+,29120,64
2021-07-31,NORTH BAY PARRY SOUND DISTRICT,80+,7885,17
2021-07-31,NORTHWESTERN,80+,3618,3
2021-07-31,PEEL REGION,80+,50535,85
2021-07-31,PETERBOROUGH COUNTY-CITY,80+,9476,1
2021-07-31,PORCUPINE,80+,3632,0
2021-07-31,RENFREW COUNTY AND DISTRICT,80+,6453,1
2021-07-31,SIMCOE MUSKOKA DISTRICT,80+,30142,56
2021-07-31,SOUTHWESTERN,80+,10908,21
2021-07-31,SUDBURY AND DISTRICT,80+,10028,14
2021-07-31,THUNDER BAY DISTRICT,80+,7894,24
2021-07-31,TIMISKAMING,80+,1974,0
2021-07-31,TORONTO,80+,144579,324
2021-07-31,WATERLOO REGION,80+,22488,47
2021-07-31,WELLINGTON-DUFFERIN-GUELPH,80+,12749,6
2021-07-31,WINDSOR-ESSEX COUNTY,80+,20462,19
2021-07-31,YORK REGION,80+,48390,72
2021-08-01,ALGOMA DISTRICT,12-17yrs,6504,240
2021-08-01,BRANT COUNTY,12-17yrs,10734,59
2021-08-01,CHATHAM-KENT,12-17yrs,7233,1
2021-08-01,CITY OF HAMILTON,12-17yrs,37018,430
2021-08-01,CITY OF OTTAWA,12-17yrs,66222,851
2021-08-01,DURHAM REGION,12-17yrs,51038,1288
2021-08-01,EASTERN ONTARIO,12-17yrs,13423,44
2021-08-01,GREY BRUCE,12-17yrs,10179,9
2021-08-01,HALDIMAND-NORFOLK,12-17yrs,7138,7
2021-08-01,HALIBURTON KAWARTHA PINE RIDGE,12-17yrs,10093,86
2021-08-01,HALTON REGION,12-17yrs,49248,643
2021-08-01,HASTINGS & PRINCE EDWARD COUNTIES,12-17yrs,9953,6
2021-08-01,HURON PERTH,12-17yrs,9790,168
2021-08-01,KINGSTON FRONTENAC LENNOX & ADDINGTON,12-17yrs,11803,160
2021-08-01,LAMBTON COUNTY,12-17yrs,8280,6
2021-08-01,LEEDS GRENVILLE AND LANARK DISTRICT,12-17yrs,10477,103
2021-08-01,MIDDLESEX-LONDON,12-17yrs,31735,225
2021-08-01,NIAGARA REGION,12-17yrs,28353,310
2021-08-01,NORTH BAY PARRY SOUND DISTRICT,12-17yrs,7244,82
2021-08-01,NORTHWESTERN,12-17yrs,6670,0
2021-08-01,PEEL REGION,12-17yrs,118974,1073
2021-08-01,PETERBOROUGH COUNTY-CITY,12-17yrs,8041,18
2021-08-01,PORCUPINE,12-17yrs,5754,7
2021-08-01,RENFREW COUNTY AND DISTRICT,12-17yrs,6329,6
2021-08-01,SIMCOE MUSKOKA DISTRICT,12-17yrs,37614,464
2021-08-01,SOUTHWESTERN,12-17yrs,15337,32
2021-08-01,SUDBURY AND DISTRICT,12-17yrs,11889,160
2021-08-01,THUNDER BAY DISTRICT,12-17yrs,9043,5
2021-08-01,TIMISKAMING,12-17yrs,1897,2
2021-08-01,TORONTO,12-17yrs,162546,1295
2021-08-01,WATERLOO REGION,12-17yrs,40049,543
2021-08-01,WELLINGTON-DUFFERIN-GUELPH,12-17yrs,21168,230
2021-08-01,WINDSOR-ESSEX COUNTY,12-17yrs,29770,359
2021-08-01,YORK REGION,12-17yrs,89973,845
2021-08-01,ALGOMA DISTRICT,18-29yrs,15509,208
2021-08-01,BRANT COUNTY,18-29yrs,24059,145
2021-08-01,CHATHAM-KENT,18-29yrs,14984,5
2021-08-01,CITY OF HAMILTON,18-29yrs,100237,533
2021-08-01,CITY OF OTTAWA,18-29yrs,186587,1164
2021-08-01,DURHAM REGION,18-29yrs,114063,729
2021-08-01,EASTERN ONTARIO,18-29yrs,27830,69
2021-08-01,GREY BRUCE,18-29yrs,22126,28
2021-08-01,HALDIMAND-NORFOLK,18-29yrs,15900,28
2021-08-01,HALIBURTON KAWARTHA PINE RIDGE,18-29yrs,22520,138
2021-08-01,HALTON REGION,18-29yrs,95648,999
2021-08-01,HASTINGS & PRINCE EDWARD COUNTIES,18-29yrs,22375,35
2021-08-01,HURON PERTH,18-29yrs,20393,170
2021-08-01,KINGSTON FRONTENAC LENNOX & ADDINGTON,18-29yrs,34068,158
2021-08-01,LAMBTON COUNTY,18-29yrs,18558,13
2021-08-01,LEEDS GRENVILLE AND LANARK DISTRICT,18-29yrs,21695,125
2021-08-01,MIDDLESEX-LONDON,18-29yrs,88180,534
2021-08-01,NIAGARA REGION,18-29yrs,70592,355
2021-08-01,NORTH BAY PARRY SOUND DISTRICT,18-29yrs,17552,89
2021-08-01,NORTHWESTERN,18-29yrs,13990,4
2021-08-01,PEEL REGION,18-29yrs,278974,2734
2021-08-01,PETERBOROUGH COUNTY-CITY,18-29yrs,21688,58
2021-08-01,PORCUPINE,18-29yrs,12232,17
2021-08-01,RENFREW COUNTY AND DISTRICT,18-29yrs,14861,15
2021-08-01,SIMCOE MUSKOKA DISTRICT,18-29yrs,87904,753
2021-08-01,SOUTHWESTERN,18-29yrs,30393,66
2021-08-01,SUDBURY AND DISTRICT,18-29yrs,29436,196
2021-08-01,THUNDER BAY DISTRICT,18-29yrs,22251,22
2021-08-01,TIMISKAMING,18-29yrs,4360,7
2021-08-01,TORONTO,18-29yrs,585930,2364
2021-08-01,WATERLOO REGION,18-29yrs,99244,959
2021-08-01,WELLINGTON-DUFFERIN-GUELPH,18-29yrs,50230,331
2021-08-01,WINDSOR-ESSEX COUNTY,18-29yrs,72405,489
2021-08-01,YORK REGION,18-29yrs,198762,881
2021-08-01,ALGOMA DISTRICT,30-39yrs,12062,143
2021-08-01,BRANT COUNTY,30-39yrs,19698,121
2021-08-01,CHATHAM-KENT,30-39yrs,11594,6
2021-08-01,CITY OF HAMILTON,30-39yrs,84056,410
2021-08-01,CITY OF OTTAWA,30-39yrs,158259,947
2021-08-01,DURHAM REGION,30-39yrs,93632,567
2021-08-01,EASTERN ONTARIO,30-39yrs,21920,46
2021-08-01,GREY BRUCE,30-39yrs,17931,31
2021-08-01,HALDIMAND-NORFOLK,30-39yrs,11852,14
2021-08-01,HALIBURTON KAWARTHA PINE RIDGE,30-39yrs,17429,100
2021-08-01,HALTON REGION,30-39yrs,80648,824
2021-08-01,HASTINGS & PRINCE EDWARD COUNTIES,30-39yrs,17863,26
2021-08-01,HURON PERTH,30-39yrs,14728,109
2021-08-01,KINGSTON FRONTENAC LENNOX & ADDINGTON,30-39yrs,29909,107
2021-08-01,LAMBTON COUNTY,30-39yrs,14493,13
2021-08-01,LEEDS GRENVILLE AND LANARK DISTRICT,30-39yrs,16449,99
2021-08-01,MIDDLESEX-LONDON,30-39yrs,73436,360
2021-08-01,NIAGARA REGION,30-39yrs,54175,314
2021-08-01,NORTH BAY PARRY SOUND DISTRICT,30-39yrs,14543,63
2021-08-01,NORTHWESTERN,30-39yrs,9958,1
2021-08-01,PEEL REGION,30-39yrs,235513,1574
2021-08-01,PETERBOROUGH COUNTY-CITY,30-39yrs,18338,23
2021-08-01,PORCUPINE,30-39yrs,9754,9
2021-08-01,RENFREW COUNTY AND DISTRICT,30-39yrs,13489,8
2021-08-01,SIMCOE MUSKOKA DISTRICT,30-39yrs,74380,636
2021-08-01,SOUTHWESTERN,30-39yrs,24409,36
